ROW_NUMBER,TRANSACTION_TYPE,ERRORS,DATA_SOURCE_IP,DATA_DEST_IP,DATA_IAT_VARIANCE,DATA_DNS_ENTROPY,DATA_BYTE_STABILITY,DATA_RISK_SCORE
20400,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.100,19.39616981899009,2.718805518984084,2.2629634935519647,0.06440219377100971
20401,unknown,Cannot determine transaction type from row data,192.168.1.72,192.168.1.49,10.660787007521131,2.0046483257912904,4.740655033919054,0.07616351211601355
20402,unknown,Cannot determine transaction type from row data,192.168.1.82,192.168.1.97,10.054056988374754,2.8330179849581576,1.7083412490877252,0.3280728918621178
20403,unknown,Cannot determine transaction type from row data,192.168.1.97,10.0.0.13,27.696019522161105,1.8491603521571205,1.865197096186103,0.19163402916008135
20404,unknown,Cannot determine transaction type from row data,192.168.1.90,192.168.1.13,57.18459732151163,1.559465157312272,2.78914364489698,0.1765129599313302
20405,unknown,Cannot determine transaction type from row data,192.168.1.51,10.0.0.47,52.35295284665617,1.779365529151544,1.2496280587813207,0.02682207976220783
20406,unknown,Cannot determine transaction type from row data,192.168.1.8,192.168.1.40,41.75173125733931,2.2784971151877578,1.684414671294926,0.29872800703436414
20407,unknown,Cannot determine transaction type from row data,192.168.1.9,192.168.1.74,5.3146549226029105,2.2326644176797807,3.802553843721991,0.025283808551266725
20408,unknown,Cannot determine transaction type from row data,192.168.1.14,10.0.0.46,48.044680886381805,1.210821441407406,2.1722324915733395,0.148954025626267
20409,unknown,Cannot determine transaction type from row data,192.168.1.48,192.168.1.61,12.903040982551456,3.198032788824264,1.8142345436940777,0.23269314628696613
20410,unknown,Cannot determine transaction type from row data,192.168.1.65,192.168.1.20,12.801412330018348,2.64408094551652,4.484274020177569,0.3254216829899088
20411,unknown,Cannot determine transaction type from row data,192.168.1.53,10.0.0.2,54.32354009007456,2.656733071654715,2.986691618911268,0.09282195923975528
20412,unknown,Cannot determine transaction type from row data,192.168.1.58,10.0.0.2,29.900806267573383,2.3626624443328206,2.1017515703943026,0.3251936176103292
20413,unknown,Cannot determine transaction type from row data,192.168.1.86,192.168.1.18,54.32600141998357,1.5534903989536986,3.32637554798919,0.20760711989677824
20414,unknown,Cannot determine transaction type from row data,192.168.1.11,192.168.1.9,0.04688353509586279,4.268194672054791,0.013678385113875237,0.9349019925363193
20415,unknown,Cannot determine transaction type from row data,192.168.1.36,10.0.0.12,41.73786176415642,2.7498363245092365,4.591020843050635,0.02485127315345513
20416,unknown,Cannot determine transaction type from row data,192.168.1.60,10.0.0.40,28.641950302864178,1.3511334672431174,2.473666820575833,0.11357872510662902
20417,unknown,Cannot determine transaction type from row data,192.168.1.35,10.0.0.22,25.239373355134838,1.4403413204394477,0.7736618657770831,0.2295516093240242
20418,unknown,Cannot determine transaction type from row data,192.168.1.72,10.0.0.43,48.085925935685474,1.6603987930382453,1.7834305079894917,0.3141190816116269
20419,unknown,Cannot determine transaction type from row data,192.168.1.12,192.168.1.94,26.919657751577837,2.5477594207241534,1.3016625639628796,0.3454885137643912
20420,unknown,Cannot determine transaction type from row data,192.168.1.25,10.0.0.41,51.80686908349521,2.185362302615367,2.3319060705648327,0.09036949315405088
20421,unknown,Cannot determine transaction type from row data,192.168.1.17,192.168.1.3,42.18363671052992,3.184163411745128,1.4335066772033862,0.20726677963787424
20422,unknown,Cannot determine transaction type from row data,192.168.1.28,10.0.0.26,28.58491836178347,2.314576285439884,1.4331880320066013,0.028923521783804702
20423,unknown,Cannot determine transaction type from row data,192.168.1.4,10.0.0.21,9.878363588503213,2.850624830099952,3.1316780155937427,0.25559871000989953
20424,unknown,Cannot determine transaction type from row data,192.168.1.54,10.0.0.43,45.26564153323321,2.0682395799247124,4.076622851622863,0.16657701070640707
20425,unknown,Cannot determine transaction type from row data,192.168.1.56,192.168.1.17,47.43917102222295,2.2707334558737244,3.389014740534407,0.01751826118028582
20426,unknown,Cannot determine transaction type from row data,192.168.1.17,10.0.0.2,7.964593666509476,2.85103104144987,1.7359837948644128,0.07025546707481618
20427,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.65,24.105845980825208,1.7578440143437262,2.3807850029551374,0.11996153191861435
20428,unknown,Cannot determine transaction type from row data,192.168.1.54,192.168.1.31,32.74348435540254,1.913295897363488,0.8294115251229981,0.22677886291472416
20429,unknown,Cannot determine transaction type from row data,192.168.1.94,192.168.1.70,11.186310952682648,1.8259310208264354,1.6082119919339362,0.1163884906438593
20430,unknown,Cannot determine transaction type from row data,192.168.1.36,10.0.0.13,46.44023178165846,1.8108985739274188,4.430114335088829,0.16276665821183472
20431,unknown,Cannot determine transaction type from row data,192.168.1.66,10.0.0.32,9.954215743700248,2.809167576358756,1.327834956935785,0.31701338697275006
20432,unknown,Cannot determine transaction type from row data,192.168.1.9,192.168.1.89,39.57866571159613,2.3708271641059833,3.674756925657051,0.3096482431017414
20433,unknown,Cannot determine transaction type from row data,192.168.1.59,192.168.1.61,50.42959993845843,1.5465282157315487,0.6258550154408618,0.1806914939661489
20434,unknown,Cannot determine transaction type from row data,192.168.1.33,192.168.1.25,14.286481308576576,2.034903053695432,3.762539019151431,0.2950801956427714
20435,unknown,Cannot determine transaction type from row data,192.168.1.88,192.168.1.1,14.439071238935446,1.633214475325691,4.423275017212095,0.07960303341457133
20436,unknown,Cannot determine transaction type from row data,192.168.1.56,192.168.1.90,9.230391879856807,1.3948511339910894,2.164248049767867,0.30268898969497593
20437,unknown,Cannot determine transaction type from row data,192.168.1.43,192.168.1.89,27.62165526164508,2.3527286054719783,1.3656753198470915,0.2657934954972955
20438,unknown,Cannot determine transaction type from row data,192.168.1.49,192.168.1.29,0.06376223792519495,5.195635963502722,0.07148835476672769,0.8058006689180579
20439,unknown,Cannot determine transaction type from row data,192.168.1.33,10.0.0.38,33.31921662505377,1.4689821685343427,3.7204653839919257,0.280271615628137
20440,unknown,Cannot determine transaction type from row data,192.168.1.67,10.0.0.49,51.87023229664662,1.2492245537660618,3.65206388557564,0.21194794403495354
20441,unknown,Cannot determine transaction type from row data,192.168.1.2,192.168.1.91,29.665109786411595,2.6963661129048044,3.4707940198388085,0.3063120645179644
20442,unknown,Cannot determine transaction type from row data,192.168.1.84,192.168.1.100,58.06069702467662,2.86219300418765,1.7630534707094525,0.30381821562424544
20443,unknown,Cannot determine transaction type from row data,192.168.1.86,192.168.1.75,29.11353418021622,3.047516347695775,3.965718154380349,0.19544090122259852
20444,unknown,Cannot determine transaction type from row data,192.168.1.44,192.168.1.86,22.626349314848984,2.991641338485271,2.3588782669950943,0.26451948325138147
20445,unknown,Cannot determine transaction type from row data,192.168.1.80,192.168.1.97,38.932983282537165,2.8804460523795203,1.777438892625692,0.11267509705350512
20446,unknown,Cannot determine transaction type from row data,192.168.1.70,192.168.1.31,10.04106751717421,2.741254717082457,1.6281728015689436,0.1905632455578107
20447,unknown,Cannot determine transaction type from row data,192.168.1.39,192.168.1.82,9.282270937265224,1.621245048050735,4.368499476515959,0.32800180279530416
20448,unknown,Cannot determine transaction type from row data,192.168.1.77,192.168.1.41,55.44120466087199,2.4805776573713363,2.4527798344149945,0.18047141459482113
20449,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.98,38.6163787740447,1.4345236546242326,3.8669360859903668,0.2709792627532387
20450,unknown,Cannot determine transaction type from row data,192.168.1.50,192.168.1.91,44.0401603583848,1.2663285131252096,1.6946503284741556,0.22578359675546408
20451,unknown,Cannot determine transaction type from row data,192.168.1.50,192.168.1.35,25.41394804215993,1.39933074321735,1.195918022070107,0.051134055431845835
20452,unknown,Cannot determine transaction type from row data,192.168.1.97,192.168.1.97,47.17829142967031,1.852098611051491,4.981055874942218,0.3183432716939827
20453,unknown,Cannot determine transaction type from row data,192.168.1.63,10.0.0.37,44.82401366340764,1.7891999102368543,2.7447611417669417,0.12693073787172177
20454,unknown,Cannot determine transaction type from row data,192.168.1.98,192.168.1.99,15.593288307564682,2.5268759763929562,4.378393774129789,0.07349638264789224
20455,unknown,Cannot determine transaction type from row data,192.168.1.81,192.168.1.77,0.061392382845033684,4.987294618810449,0.017362932563915422,0.9843086086817188
20456,unknown,Cannot determine transaction type from row data,192.168.1.97,192.168.1.22,57.02456398199718,2.5225564369797366,4.452295199569232,0.15715786632396125
20457,unknown,Cannot determine transaction type from row data,192.168.1.77,192.168.1.55,7.408053305042165,2.275309852489744,3.8951339682972854,0.344383291652877
20458,unknown,Cannot determine transaction type from row data,192.168.1.60,192.168.1.19,6.4717950481624165,2.4935423424251555,4.06990415715579,0.3064333926350589
20459,unknown,Cannot determine transaction type from row data,192.168.1.77,10.0.0.17,52.214074433584265,1.8384643567673127,4.485756615992149,0.18222528279754274
20460,unknown,Cannot determine transaction type from row data,192.168.1.11,192.168.1.47,26.246860741196517,1.9046420234829449,3.4952574563859455,0.17668679863918638
20461,unknown,Cannot determine transaction type from row data,192.168.1.92,192.168.1.71,9.23111489945048,1.68500071578123,3.2156306187645693,0.17154043467334107
20462,unknown,Cannot determine transaction type from row data,192.168.1.31,192.168.1.92,5.096570138662897,1.482738383407829,4.7260070296499554,0.20996387222212853
20463,unknown,Cannot determine transaction type from row data,192.168.1.75,192.168.1.77,47.22651699049257,1.7529197467303446,3.3921968432599554,0.14341434272176748
20464,unknown,Cannot determine transaction type from row data,192.168.1.22,192.168.1.35,6.614999496310078,2.0984258767543076,2.865634219381482,0.2262070235896388
20465,unknown,Cannot determine transaction type from row data,192.168.1.48,192.168.1.7,21.701944341065854,1.3192828255241595,2.8094368561918426,0.1443859755675036
20466,unknown,Cannot determine transaction type from row data,192.168.1.43,192.168.1.35,12.703665226628981,1.3228266540418014,3.8133088888843254,0.2520380588222873
20467,unknown,Cannot determine transaction type from row data,192.168.1.82,192.168.1.89,38.938194888613864,1.9443077329417036,2.5542492816554105,0.34447893388043127
20468,unknown,Cannot determine transaction type from row data,192.168.1.11,192.168.1.98,19.95230526647695,2.1112005592839083,3.175419568864549,0.0981384560501749
20469,unknown,Cannot determine transaction type from row data,192.168.1.65,10.0.0.43,25.302119863114854,2.902758073581693,1.6143061522684061,0.28280233050153347
20470,unknown,Cannot determine transaction type from row data,192.168.1.89,192.168.1.56,43.48281150176935,3.1799227371895853,1.90059700427107,0.18596556947381016
20471,unknown,Cannot determine transaction type from row data,192.168.1.1,192.168.1.41,19.556633514812155,1.9689008752732573,4.770681321801734,0.048671150644637166
20472,unknown,Cannot determine transaction type from row data,192.168.1.1,10.0.0.22,29.108039922135568,2.258198059385915,2.342963619177019,0.1915422294140267
20473,unknown,Cannot determine transaction type from row data,192.168.1.98,192.168.1.75,7.750009779653781,1.9067808381191471,4.010891984625392,0.27363643426326806
20474,unknown,Cannot determine transaction type from row data,192.168.1.21,192.168.1.67,56.993219062589475,1.261412880942625,4.595643826592891,0.19670210157007323
20475,unknown,Cannot determine transaction type from row data,192.168.1.2,10.0.0.27,42.94472760776179,3.133075340073228,1.9876445999805756,0.0647267176553483
20476,unknown,Cannot determine transaction type from row data,192.168.1.2,10.0.0.10,47.184168566620066,2.0640129857752356,3.2729715808820457,0.10029860335516044
20477,unknown,Cannot determine transaction type from row data,192.168.1.45,10.0.0.44,36.57191721714846,3.08722737135213,3.814160394781345,0.2241476998877261
20478,unknown,Cannot determine transaction type from row data,192.168.1.39,10.0.0.32,43.27875177921389,3.0850375039494686,2.8950796118161866,0.19316628609109762
20479,unknown,Cannot determine transaction type from row data,192.168.1.71,192.168.1.20,56.578757232130656,1.7664754700900942,4.856544862506699,0.2509986028911493
20480,unknown,Cannot determine transaction type from row data,192.168.1.49,192.168.1.66,28.293830091305107,2.3732346348274964,4.37522102977503,0.08315451940945806
20481,unknown,Cannot determine transaction type from row data,192.168.1.21,192.168.1.68,54.93856332268567,1.9526133237268177,0.9715192838188181,0.2080848111598037
20482,unknown,Cannot determine transaction type from row data,192.168.1.41,192.168.1.59,39.143378688086,1.4715105120809675,2.487655871505061,0.2613711489149228
20483,unknown,Cannot determine transaction type from row data,192.168.1.50,10.0.0.38,26.081587214958603,2.1014000858967137,2.121965507151029,0.03859421507127072
20484,unknown,Cannot determine transaction type from row data,192.168.1.26,192.168.1.98,51.20417421829595,2.664735461683084,3.1087220232812145,0.09054125115240512
20485,unknown,Cannot determine transaction type from row data,192.168.1.56,192.168.1.24,53.74922092398302,2.21781002753582,4.892266326797145,0.31115027751427843
20486,unknown,Cannot determine transaction type from row data,192.168.1.62,10.0.0.40,32.46884529418407,1.368202473911146,1.3105629522062763,0.27249776914304724
20487,unknown,Cannot determine transaction type from row data,192.168.1.97,192.168.1.72,19.294415079232444,3.0628196357727595,1.245545442854137,0.19613341002169013
20488,unknown,Cannot determine transaction type from row data,192.168.1.63,10.0.0.39,40.024699583901665,2.648462841123278,0.587715880109907,0.24206765652597087
20489,unknown,Cannot determine transaction type from row data,192.168.1.17,192.168.1.44,31.959727218309762,2.600886565493913,4.462077600013605,0.2661858607319798
20490,unknown,Cannot determine transaction type from row data,192.168.1.68,10.0.0.39,54.258592265947264,2.2163541972207463,4.6325818544260216,0.032338228209151755
20491,unknown,Cannot determine transaction type from row data,192.168.1.73,10.0.0.14,13.236003946462235,1.8060174109734557,3.8272493106081766,0.15260757976158495
20492,unknown,Cannot determine transaction type from row data,192.168.1.63,10.0.0.23,17.662781313029438,2.7385392454746023,1.3504284161937152,0.2826790859923176
20493,unknown,Cannot determine transaction type from row data,192.168.1.52,10.0.0.42,23.45442714415155,1.445411681840206,4.121462135878893,0.17905218041842547
20494,unknown,Cannot determine transaction type from row data,192.168.1.18,192.168.1.40,0.014745592580831909,4.5486003972927715,0.030451665918430904,0.7921230040390318
20495,unknown,Cannot determine transaction type from row data,192.168.1.4,192.168.1.28,50.574417257280075,2.604911481569731,1.5844166401313777,0.29228139336219067
20496,unknown,Cannot determine transaction type from row data,192.168.1.68,10.0.0.12,7.722837589586183,2.1259408626831666,0.8982492490275173,0.01632210155901813
20497,unknown,Cannot determine transaction type from row data,192.168.1.86,192.168.1.13,0.030894639914627733,5.23360000638711,0.08817309687208713,0.8267554211341445
20498,unknown,Cannot determine transaction type from row data,192.168.1.69,192.168.1.18,10.46291641219057,2.6872372674062257,2.4141563036440035,0.21669250256106057
20499,unknown,Cannot determine transaction type from row data,192.168.1.64,10.0.0.16,43.2477696399663,1.6087355254571811,1.2796356720129605,0.32831278918020507
20500,unknown,Cannot determine transaction type from row data,192.168.1.16,192.168.1.89,27.143428738035016,1.5671639824503945,1.924257507305793,0.10761309548350392
20501,unknown,Cannot determine transaction type from row data,192.168.1.100,192.168.1.86,18.23936528600003,2.759406006100325,3.349124936822914,0.036629154238718264
20502,unknown,Cannot determine transaction type from row data,192.168.1.66,192.168.1.94,43.731380406580236,1.762817905604136,1.9342072110516741,0.3433015943581701
20503,unknown,Cannot determine transaction type from row data,192.168.1.15,192.168.1.58,26.139761241302775,1.5287977849246535,4.66459178808919,0.056145463566413985
20504,unknown,Cannot determine transaction type from row data,192.168.1.55,192.168.1.46,14.965421408023339,1.854680687956652,1.3839725200338004,0.14046918886247362
20505,unknown,Cannot determine transaction type from row data,192.168.1.84,10.0.0.30,35.225286150962724,1.806798328934475,4.303115787805881,0.30196909284948553
20506,unknown,Cannot determine transaction type from row data,192.168.1.43,10.0.0.27,19.22270023066382,2.6547254710396797,3.752480947396943,0.09029459231422357
20507,unknown,Cannot determine transaction type from row data,192.168.1.87,192.168.1.32,36.63236135039523,3.049573840171287,1.2948056252079385,0.014933497349618956
20508,unknown,Cannot determine transaction type from row data,192.168.1.59,192.168.1.55,53.8567394814809,2.1108921373267524,4.061671343172856,0.11254662365175351
20509,unknown,Cannot determine transaction type from row data,192.168.1.96,192.168.1.8,53.29036542718832,1.8703405301126639,0.5198838517020672,0.11110124603543196
20510,unknown,Cannot determine transaction type from row data,192.168.1.61,192.168.1.64,41.52951331715612,2.9082658884208774,1.8905815232400265,0.1590416874906872
20511,unknown,Cannot determine transaction type from row data,192.168.1.75,192.168.1.36,15.460084125353209,2.912595476093199,1.6866005019983008,0.06252400545719025
20512,unknown,Cannot determine transaction type from row data,192.168.1.10,192.168.1.90,47.10009518338197,2.8774288621816817,2.8361512952167294,0.017202314872561207
20513,unknown,Cannot determine transaction type from row data,192.168.1.30,192.168.1.21,20.25126519487274,2.9508454963138737,1.228220935638158,0.23213597389329943
20514,unknown,Cannot determine transaction type from row data,192.168.1.17,10.0.0.20,11.961659960359157,2.850102782025644,1.7602612605149652,0.01334573145451692
20515,unknown,Cannot determine transaction type from row data,192.168.1.86,10.0.0.17,13.3703454697296,2.741276236495615,3.3509285943131752,0.21125043028878043
20516,unknown,Cannot determine transaction type from row data,192.168.1.32,10.0.0.12,55.72918987374197,1.6320344947474312,4.397748264517414,0.2625515852279772
20517,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.82,22.239188286944906,1.4175063396510226,2.136629819237353,0.23610899113372957
20518,unknown,Cannot determine transaction type from row data,192.168.1.24,10.0.0.13,50.53482990198562,1.3336608178893303,1.046895528357485,0.29445966107815336
20519,unknown,Cannot determine transaction type from row data,192.168.1.27,10.0.0.31,8.700625096714125,2.674564764069515,3.231799263166034,0.12450598321114004
20520,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.27,0.03469364283203008,5.388287780882667,0.00769384597744226,0.9391816413282054
20521,unknown,Cannot determine transaction type from row data,192.168.1.25,192.168.1.42,5.101228366015356,1.6067418496510886,4.792108489167,0.23139788374238274
20522,unknown,Cannot determine transaction type from row data,192.168.1.66,192.168.1.80,21.377642626021157,2.3579888875216346,1.102583902675024,0.26624673598405
20523,unknown,Cannot determine transaction type from row data,192.168.1.8,192.168.1.48,26.28233700048457,2.227523229607449,3.556596239363105,0.13002149212408678
20524,unknown,Cannot determine transaction type from row data,192.168.1.33,192.168.1.16,34.45301773107327,2.005602338541431,4.928447063830772,0.13724075482201023
20525,unknown,Cannot determine transaction type from row data,192.168.1.70,10.0.0.21,29.71169279138486,2.0641678363906997,4.60801139113817,0.10341686842924053
20526,unknown,Cannot determine transaction type from row data,192.168.1.16,10.0.0.9,58.62787127187501,3.1637468936959765,3.0055923075802697,0.2415493074637501
20527,unknown,Cannot determine transaction type from row data,192.168.1.30,10.0.0.29,19.457491603938074,3.1821382298915353,1.4769144065089077,0.2884981920695135
20528,unknown,Cannot determine transaction type from row data,192.168.1.60,192.168.1.3,0.035242044668951,4.635778986687207,0.06717695873182637,0.8453393964416286
20529,unknown,Cannot determine transaction type from row data,192.168.1.63,192.168.1.41,59.59179828186685,1.3473573622850623,1.4002621813123628,0.3208922521232255
20530,unknown,Cannot determine transaction type from row data,192.168.1.2,10.0.0.22,54.94707509664511,1.5141538963454504,2.866521234357853,0.22717444551831045
20531,unknown,Cannot determine transaction type from row data,192.168.1.71,192.168.1.57,12.396076714300895,2.2526579158668154,2.022343576158638,0.013674689386661826
20532,unknown,Cannot determine transaction type from row data,192.168.1.84,10.0.0.47,14.901888065409338,1.9600190504499133,1.25517452249606,0.15994935065507626
20533,unknown,Cannot determine transaction type from row data,192.168.1.64,10.0.0.7,32.35021454025997,1.466581307568538,3.9302854503434768,0.09350332630760341
20534,unknown,Cannot determine transaction type from row data,192.168.1.71,192.168.1.61,40.755457163550055,3.085989055376986,3.920096132470749,0.11980067548966451
20535,unknown,Cannot determine transaction type from row data,192.168.1.38,192.168.1.98,16.8662430807557,3.06467256183706,0.8629110411999532,0.19722057730087691
20536,unknown,Cannot determine transaction type from row data,192.168.1.28,192.168.1.61,49.734360304925474,2.827275814196063,1.7020068348908932,0.14890237173524057
20537,unknown,Cannot determine transaction type from row data,192.168.1.61,10.0.0.47,24.06506663875964,2.039448138951591,3.558904672189965,0.22322565372655845
20538,unknown,Cannot determine transaction type from row data,192.168.1.44,10.0.0.49,34.85346368969675,3.12001510191982,0.7824148888661185,0.0474053275363776
20539,unknown,Cannot determine transaction type from row data,192.168.1.49,10.0.0.21,36.340529940439154,3.1034068414027303,3.243635053823028,0.2955555931920839
20540,unknown,Cannot determine transaction type from row data,192.168.1.91,192.168.1.9,54.33557281141303,1.2520975669825865,3.3725264168629616,0.28573093421559226
20541,unknown,Cannot determine transaction type from row data,192.168.1.5,10.0.0.30,43.5076306269551,1.3944445398512184,2.5092377174194245,0.3128979611166576
20542,unknown,Cannot determine transaction type from row data,192.168.1.10,192.168.1.71,19.461748110457698,1.5960001137893465,2.2323802148284884,0.09966561773759344
20543,unknown,Cannot determine transaction type from row data,192.168.1.82,10.0.0.20,58.03122397509415,2.48601508802554,0.5723070835530721,0.04619489907837895
20544,unknown,Cannot determine transaction type from row data,192.168.1.86,10.0.0.34,34.27527288890032,2.9283504259086657,3.2822648867592883,0.2341651203878435
20545,unknown,Cannot determine transaction type from row data,192.168.1.36,10.0.0.22,35.7665079570849,3.162201024458213,3.341895508238691,0.30413374315806996
20546,unknown,Cannot determine transaction type from row data,192.168.1.56,192.168.1.95,46.40201269697435,1.3564093523140983,4.962628945023466,0.18490490309797303
20547,unknown,Cannot determine transaction type from row data,192.168.1.42,10.0.0.23,8.140484449992682,1.2647114351074786,1.8916033182518261,0.21774061907156816
20548,unknown,Cannot determine transaction type from row data,192.168.1.46,10.0.0.27,51.322671849222004,1.8747142829703556,4.873688501944175,0.1047254474980038
20549,unknown,Cannot determine transaction type from row data,192.168.1.69,192.168.1.57,10.750477499354666,2.458914231706922,3.0050220645988146,0.3459995133799982
20550,unknown,Cannot determine transaction type from row data,192.168.1.47,192.168.1.21,56.74931678557659,2.1589448550290484,1.3918685982922496,0.14362110367255296
20551,unknown,Cannot determine transaction type from row data,192.168.1.35,192.168.1.75,55.204659917072,2.196654951124679,2.5352118295974364,0.05010511400819649
20552,unknown,Cannot determine transaction type from row data,192.168.1.61,10.0.0.47,12.048378817156072,1.5947529423561164,2.0021339006112786,0.07983816492267004
20553,unknown,Cannot determine transaction type from row data,192.168.1.54,192.168.1.91,53.072843055712596,2.917000998660166,2.6449455640254063,0.1978003333306312
20554,unknown,Cannot determine transaction type from row data,192.168.1.97,192.168.1.88,38.68798573263121,3.0356911599370777,0.662625788032557,0.17739497897684295
20555,unknown,Cannot determine transaction type from row data,192.168.1.82,192.168.1.54,34.568361020828455,1.2548423796823005,4.962169825555334,0.27922278911976894
20556,unknown,Cannot determine transaction type from row data,192.168.1.9,10.0.0.5,0.05158335704898339,4.587929815629261,0.020785892067309953,0.9506257017275072
20557,unknown,Cannot determine transaction type from row data,192.168.1.53,192.168.1.27,35.89677806471889,2.92137939687668,2.2170478815631127,0.05679153341720587
20558,unknown,Cannot determine transaction type from row data,192.168.1.98,192.168.1.88,39.449013743826924,1.948404753475545,3.514416029565927,0.012368148951161263
20559,unknown,Cannot determine transaction type from row data,192.168.1.97,192.168.1.31,0.05053970437760977,4.5069183703035165,0.017631008141376192,0.7542230257572861
20560,unknown,Cannot determine transaction type from row data,192.168.1.68,192.168.1.68,24.86475080696578,1.4855494021209064,4.61165143789615,0.33830881795425577
20561,unknown,Cannot determine transaction type from row data,192.168.1.81,192.168.1.22,51.85773384929451,2.6052647308449397,2.6068852496127737,0.29208555002602105
20562,unknown,Cannot determine transaction type from row data,192.168.1.32,192.168.1.53,52.57198684991341,2.7684413304173967,3.300223547245532,0.018877712469397172
20563,unknown,Cannot determine transaction type from row data,192.168.1.9,192.168.1.57,56.00670771842595,3.0062798702017215,3.4537642537703537,0.30849919754164995
20564,unknown,Cannot determine transaction type from row data,192.168.1.34,10.0.0.42,54.04722364392288,1.444485839148073,4.170119949451346,0.3225475903334958
20565,unknown,Cannot determine transaction type from row data,192.168.1.78,192.168.1.21,40.10386980487901,1.5982379892676493,0.5979641642279792,0.021975212303924532
20566,unknown,Cannot determine transaction type from row data,192.168.1.93,10.0.0.29,39.05676917015791,1.8765007611805034,3.0743700158840874,0.23774406753225083
20567,unknown,Cannot determine transaction type from row data,192.168.1.23,10.0.0.47,38.60861264360583,2.0285386027566683,2.5363653799845296,0.24615558208389815
20568,unknown,Cannot determine transaction type from row data,192.168.1.19,192.168.1.1,56.40461260095821,1.6803549304520171,3.9676159360650187,0.09858522736717347
20569,unknown,Cannot determine transaction type from row data,192.168.1.49,192.168.1.8,20.18023792737155,1.868999188670531,3.351826245436881,0.24105590689817866
20570,unknown,Cannot determine transaction type from row data,192.168.1.43,192.168.1.50,0.05266368884403062,4.2476798115913255,0.005345934057386915,0.948583554294355
20571,unknown,Cannot determine transaction type from row data,192.168.1.47,192.168.1.27,0.07283004845878892,5.309398963507234,0.08312639002541171,0.9204133352639166
20572,unknown,Cannot determine transaction type from row data,192.168.1.46,10.0.0.46,14.004673066430158,2.140744695995961,2.1102622803238935,0.24822757011589222
20573,unknown,Cannot determine transaction type from row data,192.168.1.77,10.0.0.39,21.187844853289167,2.2594721330933023,0.8014339880638799,0.3371763348541554
20574,unknown,Cannot determine transaction type from row data,192.168.1.55,10.0.0.34,10.751182052769346,2.1365340339558925,2.5900442123781806,0.16708700488527842
20575,unknown,Cannot determine transaction type from row data,192.168.1.22,192.168.1.70,50.19788532228392,2.6159140465399546,2.7668489509352168,0.019847539166682096
20576,unknown,Cannot determine transaction type from row data,192.168.1.9,10.0.0.35,26.013552926799353,1.5524283180617025,3.6152036477401825,0.19109717844875546
20577,unknown,Cannot determine transaction type from row data,192.168.1.42,192.168.1.95,58.780718513944905,3.0424077065229262,2.2418420220230977,0.1024380400687471
20578,unknown,Cannot determine transaction type from row data,192.168.1.90,192.168.1.52,54.89566204652978,2.91418245097571,2.1658239727886297,0.25483919940329897
20579,unknown,Cannot determine transaction type from row data,192.168.1.77,192.168.1.89,22.914274919742954,2.8197263618613246,3.6888966840361137,0.2483499709582445
20580,unknown,Cannot determine transaction type from row data,192.168.1.52,192.168.1.91,19.187234709323583,2.346587851077828,4.018944691502924,0.22755853467494042
20581,unknown,Cannot determine transaction type from row data,192.168.1.37,192.168.1.65,22.956366547045242,2.3837709429989555,3.984759091769253,0.063421441195415
20582,unknown,Cannot determine transaction type from row data,192.168.1.58,192.168.1.11,16.65374704776439,2.0694739489998177,0.6428387874966353,0.20383299680007252
20583,unknown,Cannot determine transaction type from row data,192.168.1.70,192.168.1.19,15.193658722710294,1.3446727010134327,1.6685728287784072,0.04539520869194422
20584,unknown,Cannot determine transaction type from row data,192.168.1.23,10.0.0.38,5.010550550383721,2.720452679305402,2.8542570612185356,0.28810346964025113
20585,unknown,Cannot determine transaction type from row data,192.168.1.60,192.168.1.43,7.855739659433604,1.8387840201392645,2.3321146998761204,0.07319451627160803
20586,unknown,Cannot determine transaction type from row data,192.168.1.70,192.168.1.64,0.004227354083603725,4.4935028878438965,0.01580461539212157,0.7694297058199142
20587,unknown,Cannot determine transaction type from row data,192.168.1.81,10.0.0.30,10.850371383964763,1.282040208784896,1.5437964156482291,0.20842604075129872
20588,unknown,Cannot determine transaction type from row data,192.168.1.1,192.168.1.50,55.669460059968735,2.4277636361898187,0.7311473792939529,0.3430863054915385
20589,unknown,Cannot determine transaction type from row data,192.168.1.87,192.168.1.7,55.4004732311985,3.1942414581415517,2.2713309506336703,0.17013015379589086
20590,unknown,Cannot determine transaction type from row data,192.168.1.58,192.168.1.8,55.29640539554967,2.119141510575134,4.7330769069724905,0.10344980131932836
20591,unknown,Cannot determine transaction type from row data,192.168.1.85,192.168.1.11,0.05723193849402017,5.135045582482985,0.002427176866684722,0.8051894643897858
20592,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.78,58.43340924451323,2.2799158851760835,3.3191127266412384,0.2255542442385229
20593,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.13,7.836334587793301,2.916648365464564,1.546655777314554,0.22941742216764976
20594,unknown,Cannot determine transaction type from row data,192.168.1.49,192.168.1.90,18.201940866808684,2.446275130182802,4.665784673587665,0.11567206506502836
